Date,Time,Max
04/01/2023,11:00:00,66
04/01/2023,01:00:00,66
04/01/2023,03:00:00,66
04/01/2023,05:00:00,66
04/01/2023,07:00:00,66
04/01/2023,09:00:00,66
04/01/2023,11:00:00,67
04/02/2023,01:00:00,65
04/02/2023,03:00:00,66
04/02/2023,05:00:00,65
04/02/2023,07:00:00,66
04/02/2023,09:00:00,66
04/02/2023,11:00:00,66
04/02/2023,01:00:00,66
04/02/2023,03:00:00,66
04/02/2023,05:00:00,65
04/02/2023,07:00:00,66
04/02/2023,09:00:00,65
04/02/2023,11:00:00,67
04/03/2023,01:00:00,66
04/03/2023,03:00:00,66
04/03/2023,05:00:00,66
04/03/2023,07:00:00,66
04/03/2023,09:00:00,66
04/03/2023,11:00:00,66
04/03/2023,01:00:00,69
04/03/2023,03:00:00,67
04/03/2023,05:00:00,66
04/03/2023,07:00:00,66
04/03/2023,09:00:00,66
04/03/2023,11:00:00,67
04/04/2023,01:00:00,66
04/04/2023,03:00:00,66
04/04/2023,05:00:00,66
04/04/2023,07:00:00,66
04/04/2023,09:00:00,66
04/04/2023,11:00:00,67
04/04/2023,01:00:00,66
04/04/2023,03:00:00,66
04/04/2023,05:00:00,66
04/04/2023,07:00:00,66
04/04/2023,09:00:00,66
04/04/2023,11:00:00,66
04/05/2023,01:00:00,66
04/05/2023,03:00:00,65
04/05/2023,05:00:00,65
04/05/2023,07:00:00,66
04/05/2023,09:00:00,66
04/05/2023,11:00:00,66
04/05/2023,01:00:00,72
04/05/2023,03:00:00,66
04/05/2023,05:00:00,66
04/05/2023,07:00:00,66
04/05/2023,09:00:00,67
04/05/2023,11:00:00,66
04/06/2023,01:00:00,66
04/06/2023,03:00:00,66
04/06/2023,05:00:00,66
04/06/2023,07:00:00,66
04/06/2023,09:00:00,66
04/06/2023,11:00:00,66
04/06/2023,01:00:00,66
04/06/2023,03:00:00,66
04/06/2023,05:00:00,65
04/06/2023,07:00:00,66
04/06/2023,09:00:00,65
04/06/2023,11:00:00,66
04/07/2023,01:00:00,66
04/07/2023,03:00:00,70
04/07/2023,05:00:00,65
04/07/2023,07:00:00,66
04/07/2023,09:00:00,65
04/07/2023,11:00:00,66
04/07/2023,01:00:00,67
04/07/2023,03:00:00,66
04/07/2023,05:00:00,67
04/07/2023,07:00:00,66
04/07/2023,09:00:00,66
04/07/2023,11:00:00,66
04/08/2023,01:00:00,65
04/08/2023,03:00:00,66
04/08/2023,05:00:00,65
04/08/2023,07:00:00,66
04/08/2023,09:00:00,66
04/08/2023,11:00:00,67
04/08/2023,01:00:00,65
04/08/2023,03:00:00,65
04/08/2023,05:00:00,65
04/08/2023,07:00:00,66
04/08/2023,09:00:00,65
04/08/2023,11:00:00,66
04/09/2023,01:00:00,65
04/09/2023,03:00:00,65
04/09/2023,05:00:00,65
04/09/2023,07:00:00,65
04/09/2023,09:00:00,66
04/09/2023,11:00:00,66
04/09/2023,01:00:00,65
04/09/2023,03:00:00,65
04/09/2023,05:00:00,65
04/09/2023,07:00:00,65
04/09/2023,09:00:00,65
04/09/2023,11:00:00,66
04/10/2023,01:00:00,65
04/10/2023,03:00:00,65
04/10/2023,05:00:00,65
04/10/2023,07:00:00,66
04/10/2023,09:00:00,65
04/10/2023,11:00:00,66
04/10/2023,01:00:00,65
04/10/2023,03:00:00,66
04/10/2023,05:00:00,65
04/10/2023,07:00:00,65
04/10/2023,09:00:00,65
04/10/2023,11:00:00,65
04/11/2023,01:00:00,65
04/11/2023,03:00:00,66
04/11/2023,05:00:00,66
04/11/2023,07:00:00,66
04/11/2023,09:00:00,66
04/11/2023,11:00:00,66
04/11/2023,01:00:00,65
04/11/2023,03:00:00,67
04/11/2023,05:00:00,67
04/11/2023,07:00:00,66
04/11/2023,09:00:00,65
04/11/2023,11:00:00,66
04/12/2023,01:00:00,65
04/12/2023,03:00:00,66
04/12/2023,05:00:00,66
04/12/2023,07:00:00,66
04/12/2023,09:00:00,66
04/12/2023,11:00:00,66
04/12/2023,01:00:00,68
04/12/2023,03:00:00,69
04/12/2023,05:00:00,67
04/12/2023,07:00:00,67
04/12/2023,09:00:00,66
04/12/2023,11:00:00,67
